Program Number,Program Name,Fiscal Year,Agency,CFDA Obligations,USASpending Obligations,Delta,Percent under/over reported
16.307,Combined DNA Index System,2009,Department of Justice,15586000.00,,-15586000.00,-1.00
16.320,Services for Trafficking Victims,2009,Department of Justice,10299213.00,5699981.00,-4599232.00,-0.45
16.321,Antiterrorism Emergency Reserve,2009,Department of Justice,2865855.00,127524.00,-2738331.00,-0.96
16.524,Legal Assistance for Victims,2009,Department of Justice,29032105.00,29202105.00,170000.00,0.01
16.525,"Grants to Reduce Domestic Violence, Dating Violence, Sexual Assault, and Stalking on Campus",2009,Department of Justice,8366575.00,9739062.00,1372487.00,0.16
16.526,OVW Technical Assistance Initiative,2009,Department of Justice,48840973.00,5865765.00,-42975208.00,-0.88
16.527,"Supervised Visitation, Safe Havens for Children",2009,Department of Justice,8267909.00,9767909.00,1500000.00,0.18
16.528,Enhanced Training and Services to End Violence and Abuse of Women Later in Life,2009,Department of Justice,3098598.00,3098598.00,0.00,0.00
16.529,"Education, Training, and Enhanced Services to End Violence Against and Abuse of Women with Disabilities ",2009,Department of Justice,5919309.00,5919309.00,0.00,0.00
16.541,"Part E - Developing, Testing and Demonstrating Promising New Programs",2009,Department of Justice,82073777.00,110894460.00,28820683.00,0.35
16.543,Missing Children's Assistance,2009,Department of Justice,69526729.00,57349152.00,-12177577.00,-0.18
16.544,Gang-Free Schools and Communities_Community-Based Gang Intervention,2009,Department of Justice,2292662.00,,-2292662.00,-1.00
16.550,State Justice Statistics Program for Statistical Analysis Centers,2009,Department of Justice,2343013.00,2342013.00,-1000.00,0.00
16.554,National Criminal History Improvement Program (NCHIP),2009,Department of Justice,10913531.00,10134447.00,-779084.00,-0.07
16.557,Tribal Domestic Violence and Sexual Assault Coalitions Program,2009,Department of Justice,5413922.00,5627922.00,214000.00,0.04
16.560,"National Institute of Justice Research, Evaluation, and Development Project Grants",2009,Department of Justice,48991957.00,132968408.00,83976451.00,1.71
16.562,Criminal Justice Research and Development_Graduate Research Fellowships,2009,Department of Justice,120000.00,,-120000.00,-1.00
16.566,National Institute of Justice W.E.B. DuBois Fellowship Program,2009,Department of Justice,75000.00,,-75000.00,-1.00
16.582,Crime Victim Assistance/Discretionary Grants,2009,Department of Justice,29553541.00,12874151.00,-16679390.00,-0.56
16.583,Children's Justice Act Partnerships for Indian Communities,2009,Department of Justice,3007825.00,2794538.00,-213287.00,-0.07
16.585,Drug Court Discretionary Grant Program,2009,Department of Justice,40740674.00,35060319.00,-5680355.00,-0.14
16.587,Violence Against Women Discretionary Grants for Indian Tribal Governments,2009,Department of Justice,34050222.00,33337280.00,-712942.00,-0.02
16.589,"Rural Domestic Violence, Dating Violence, Sexual Assault, and Stalking Assistance Program",2009,Department of Justice,32924979.00,32174979.00,-750000.00,-0.02
16.590,Grants to Encourage Arrest Policies and Enforcement of Protection Orders,2009,Department of Justice,30203737.00,45738439.00,15534702.00,0.51
16.595,Community Capacity Development Office,2009,Department of Justice,27091820.00,24573386.00,-2518434.00,-0.09
16.596,Correctional Grant Program for Indian Tribes,2009,Department of Justice,11066465.00,5981601.00,-5084864.00,-0.46
16.601,Corrections_Training and Staff Development,2009,Department of Justice,7200000.00,,-7200000.00,-1.00
16.608,Tribal Court Assistance Program,2009,Department of Justice,8625706.00,7765359.00,-860347.00,-0.10
16.609,Community Prosecution and Project Safe Neighborhoods,2009,Department of Justice,11654577.00,12139558.00,484981.00,0.04
16.610,Regional Information Sharing Systems,2009,Department of Justice,44792370.00,44607075.00,-185295.00,0.00
16.611,Closed-Circuit Televising of Child Victims of Abuse,2009,Department of Justice,701468.00,,-701468.00,-1.00
16.616,Indian Country Alcohol and Drug Prevention,2009,Department of Justice,5392939.00,2366458.00,-3026481.00,-0.56
16.710,Public Safety Partnership and Community Policing Grants,2009,Department of Justice,1276892056.00,1262882419.00,-14009637.00,-0.01
16.726,Juvenile Mentoring Program,2009,Department of Justice,76922851.00,74876366.00,-2046485.00,-0.03
16.727,Enforcing Underage Drinking Laws Program,2009,Department of Justice,24785398.00,24067653.00,-717745.00,-0.03
16.730,Reduction and Prevention of Children's Exposure to Violence,2009,Department of Justice,202833.00,,-202833.00,-1.00
16.731,Tribal Youth Program,2009,Department of Justice,24557355.00,22220983.00,-2336372.00,-0.10
16.734,Special Data Collections and Statistical Studies,2009,Department of Justice,40980087.00,10418205.00,-30561882.00,-0.75
16.735,Protecting Inmates and Safeguarding Communities Discretionary Grant Program ,2009,Department of Justice,2371183.00,,-2371183.00,-1.00
16.736,"Transitional Housing Assistance for Victims of Domestic Violence, Dating Violence, Stalking, or Sexual Assault ",2009,Department of Justice,14244965.00,14070140.00,-174825.00,-0.01
16.737,Gang Resistance Education and Training,2009,Department of Justice,6877986.00,3616850.00,-3261136.00,-0.47
16.740,Statewide Automated Victim Information Notification (SAVIN) Program,2009,Department of Justice,11365519.00,8600518.00,-2765001.00,-0.24
16.745,Criminal and Juvenile Justice and Mental Health Collaboration Program,2009,Department of Justice,9366278.00,8699474.00,-666804.00,-0.07
16.746,Capital Case Litigation,2009,Department of Justice,4863423.00,4502089.00,-361334.00,-0.07
16.750,Support for Adam Walsh Act Implementation Grant Program,2009,Department of Justice,5911271.00,5646063.00,-265208.00,-0.04
16.751,Edward Byrne Memorial Competitive Grant Program,2009,Department of Justice,28044693.00,36205497.00,8160804.00,0.29
16.752,Economic High-Tech and Cyber Crime Prevention,2009,Department of Justice,17503490.00,,-17503490.00,-1.00
16.753,Congressionally Recommended Awards ,2009,Department of Justice,285923034.00,144062353.00,-141860681.00,-0.50
16.754,Harold Rogers Prescription Drug Monitoring Program,2009,Department of Justice,6623349.00,4944639.00,-1678710.00,-0.25
16.800,RECOVERY ACT - Internet Crimes against Children Task Force Program (ICAC),2009,Department of Justice,49078898.00,48591548.00,-487350.00,-0.01
16.801,RECOVERY ACT - STATE VICTIM ASSISTANCE FORMULA GRANT PROGRAM,2009,Department of Justice,47500000.00,46993000.00,-507000.00,-0.01
16.802,RECOVERY ACT - STATE VICTIM COMPENSATION FORMULA GRANT PROGRAM,2009,Department of Justice,47500000.00,47500000.00,0.00,0.00
16.805,Recovery Act Transitional Housing,2009,Department of Justice,7914370.00,42651316.00,34736946.00,4.39
16.806,Recovery Act - Violence Against Women Discretionary Grants For Indian Tribal Governments,2009,Department of Justice,20800190.00,20800190.00,0.00,0.00
16.807,RECOVERY ACT  VOCA CRIME VICTIM ASSISTANCE DISCRETIONARY GRANT PROGRAM,2009,Department of Justice,5000000.00,5000000.00,0.00,0.00
16.808,RECOVERY ACT - EDWARD BYRNE MEMORIAL COMPETITIVE GRANT PROGRAM,2009,Department of Justice,223527568.00,220048988.00,-3478580.00,-0.02
16.809,Recovery Act - State and Local Law Enforcement Assistance Program: Combating Criminal Narcotics Activity Stemming from the Southern Border of the United States Competitive Grant Program ,2009,Department of Justice,29639507.00,29639507.00,0.00,0.00
16.810,Recovery Act  Assistance to Rural Law Enforcement to Combat Crime and Drugs Competitive Grant Program,2009,Department of Justice,123296671.00,123296671.00,0.00,0.00
16.811,Recovery Act - CORRECTIONAL FACILITIES ON TRIBAL LANDS ,2009,Department of Justice,224486393.00,224486393.00,0.00,0.00
16.815,"Tribal Civil and Criminal Legal Assistance Grants, Training and Technical Assistance",2009,Department of Justice,0.00,,0.00,0.00
17.002,Labor Force Statistics,2009,Department of Labor,81561212.00,64046377.00,-17514835.00,-0.21
17.005,Compensation and Working Conditions,2009,Department of Labor,6576864.00,4517430.00,-2059434.00,-0.31
17.245,Trade Adjustment Assistance,2009,Department of Labor,685000000.00,654574661.00,-30425339.00,-0.04
17.261,"WIA Pilots, Demonstrations, and Research Projects",2009,Department of Labor,55000000.00,84383926.00,29383926.00,0.53
17.265,Native American Employment and Training,2009,Department of Labor,70000000.00,57658124.00,-12341876.00,-0.18
17.266,Work Incentive Grants,2009,Department of Labor,18000000.00,13211981.00,-4788019.00,-0.27
17.268,H-1B Job Training Grants,2009,Department of Labor,114000000.00,49402516.00,-64597484.00,-0.57
17.269,Community Based Job Training Grants,2009,Department of Labor,125000000.00,122834441.00,-2165559.00,-0.02
17.270,Reintegration of Ex-Offenders,2009,Department of Labor,86000000.00,,-86000000.00,-1.00
17.274,YOUTHBUILD,2009,Department of Labor,163000000.00,101582857.00,-61417143.00,-0.38
17.275,PROGRAM OF COMPETITIVE GRANTS FOR WORKER TRAINING AND PLACEMENT IN HIGH GROWTH AND EMERGING INDUSTRY SECTORS,2009,Department of Labor,0.00,,0.00,0.00
17.276,Health Coverage Tax Credit (HCTC)  ,2009,Department of Labor,2000000.00,,-2000000.00,-1.00
17.277,Workforce Investment Act (WIA) National Emergency Grants,2009,Department of Labor,0.00,,0.00,0.00
17.279,Green Jobs Innovation Fund Grants,2009,Department of Labor,0.00,,0.00,0.00
17.282,Trade Adjustment Assistance Community College and Career Training (TAACCCT) Grants,2009,Department of Labor,0.00,,0.00,0.00
17.311,Federal Transit Employee Protection Certifications: Office of Labor-Management Standards,2009,Department of Labor,280000.00,,-280000.00,-1.00
17.502,Occupational Safety and Health_Susan Harwood Training Grants,2009,Department of Labor,10000000.00,9877057.00,-122943.00,-0.01
17.503,Occupational Safety and Health_State Program,2009,Department of Labor,91093000.00,54968119.00,-36124881.00,-0.40
17.504,Consultation Agreements,2009,Department of Labor,54531000.00,31171697.00,-23359303.00,-0.43
17.505,OSHA Data Initiative,2009,Department of Labor,1321000.00,721205.00,-599795.00,-0.45
17.600,Mine Health and Safety Grants,2009,Department of Labor,8441000.00,8225758.00,-215242.00,-0.03
17.603,Brookwood-Sago Grant,2009,Department of Labor,500000.00,410000.00,-90000.00,-0.18
17.604,Safety and Health Grants,2009,Department of Labor,1808000.00,,-1808000.00,-1.00
17.802,Veterans' Employment Program,2009,Department of Labor,7568149.00,,-7568149.00,-1.00
17.805,Homeless Veterans Reintegration Project,2009,Department of Labor,22590188.00,26353485.00,3763297.00,0.17
19.011,ACADEMIC EXCHANGE PROGRAMS - SPECIAL ACADEMIC EXCHANGE PROGRAMS,2009,U.S. Department of State,33602000.00,22573565.00,-11028435.00,-0.33
19.012,Professional and Cultural Exchange Programs - Special Professional and Cultural Programs,2009,U.S. Department of State,11663000.00,6321089.00,-5341911.00,-0.46
19.017,Environmental and Scientific Partnerships and Programs,2009,U.S. Department of State,32000000.00,2300.00,-31997700.00,-1.00
19.019,International Programs to Combat Human Trafficking,2009,U.S. Department of State,21000000.00,15103910.00,-5896090.00,-0.28
19.022,Educational and Cultural Exchange Programs Appropriation Overseas Grants,2009,U.S. Department of State,10000000.00,,-10000000.00,-1.00
19.025,U.S. Ambassadors Fund for Cultural Preservation,2009,U.S. Department of State,5228000.00,49800.00,-5178200.00,-0.99
19.345,"International Programs to Support Democracy, Human Rights and Labor",2009,U.S. Department of State,79000000.00,,-79000000.00,-1.00
19.511,Overseas Refugee Assistance Programs for East Asia,2009,U.S. Department of State,37000000.00,13097787.00,-23902213.00,-0.65
19.517,Overseas Refugee Assistance Programs for Africa,2009,U.S. Department of State,354000000.00,650462805.00,296462805.00,0.84
19.518,Overseas Refugee Assistance Programs for Western Hemisphere,2009,U.S. Department of State,46000000.00,14219594.00,-31780406.00,-0.69
19.520,Overseas Refugee Assistance Programs for Europe,2009,U.S. Department of State,65000000.00,19050309.00,-45949691.00,-0.71
19.522,Overseas Refugee Assistance Programs for Strategic Global Priorities,2009,U.S. Department of State,98000000.00,32437632.00,-65562368.00,-0.67
20.215,Highway Training and Education,2009,Department of Transportation,13451420.00,,-13451420.00,-1.00
20.232,Commercial Driver License State Programs,2009,Department of Transportation,25000000.00,,-25000000.00,-1.00
20.233,Border Enforcement Grants,2009,Department of Transportation,32000000.00,,-32000000.00,-1.00
20.234,Safety Data Improvement Program,2009,Department of Transportation,3000000.00,335479.00,-2664521.00,-0.89
20.237,Commercial Vehicle Information Systems and Networks,2009,Department of Transportation,22500000.00,2497580.00,-20002420.00,-0.89
20.238,Commercial Drivers License Information System ,2009,Department of Transportation,8000000.00,,-8000000.00,-1.00
20.240,Fuel Tax Evasion-Intergovernmental Enforcement Effort,2009,Department of Transportation,1000000.00,,-1000000.00,-1.00
20.313,Railroad Research and Development,2009,Department of Transportation,6889000.00,2515180.00,-4373820.00,-0.63
20.314,Railroad Development,2009,Department of Transportation,10604849.00,1874710.00,-8730139.00,-0.82
20.317,Capital Assistance to States - Intercity Passenger Rail Service,2009,Department of Transportation,28107927.00,1550000.00,-26557927.00,-0.94
